close_task_id,company_code,company_name,fiscal_year,fiscal_period,task_id,task_name,task_sequence,target_working_day,period_end_date,due_date,actual_completion_date,delay_working_days,days_to_close,is_period_open
1158,NS30,NovaSpace Deutschland GmbH,2024,1,T06,Accruals posting,6,3,2024-01-31,2024-02-05,2024-02-09,4.0,,false
1159,NS30,NovaSpace Deutschland GmbH,2024,1,T07,Overhead allocation cycle,7,3,2024-01-31,2024-02-05,2024-02-08,3.0,,false
1160,NS30,NovaSpace Deutschland GmbH,2024,1,T08,Intercompany reconciliation,8,3,2024-01-31,2024-02-05,2024-02-07,2.0,,false
1161,NS30,NovaSpace Deutschland GmbH,2024,1,T09,FX revaluation,9,4,2024-01-31,2024-02-06,2024-02-12,4.0,,false
1162,NS30,NovaSpace Deutschland GmbH,2024,1,T10,Soft close / reporting cut-off,10,4,2024-01-31,2024-02-06,2024-02-14,6.0,,false
1163,NS30,NovaSpace Deutschland GmbH,2024,1,T11,Management reporting pack,11,5,2024-01-31,2024-02-07,2024-02-09,2.0,,false
1164,NS30,NovaSpace Deutschland GmbH,2024,1,T12,Hard close / period lock,12,5,2024-01-31,2024-02-07,2024-02-15,6.0,11.0,false
1165,NS30,NovaSpace Deutschland GmbH,2024,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-02-29,2024-03-01,2024-03-05,2.0,,false
1166,NS30,NovaSpace Deutschland GmbH,2024,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-02-29,2024-03-01,2024-03-07,4.0,,false
1167,NS30,NovaSpace Deutschland GmbH,2024,2,T03,GR/IR clearing,3,2,2024-02-29,2024-03-04,2024-03-07,3.0,,false
1168,NS30,NovaSpace Deutschland GmbH,2024,2,T04,Payroll posting,4,2,2024-02-29,2024-03-04,2024-03-07,3.0,,false
1169,NS30,NovaSpace Deutschland GmbH,2024,2,T05,Depreciation run,5,2,2024-02-29,2024-03-04,2024-03-11,5.0,,false
1170,NS30,NovaSpace Deutschland GmbH,2024,2,T06,Accruals posting,6,3,2024-02-29,2024-03-05,2024-03-13,6.0,,false
1171,NS30,NovaSpace Deutschland GmbH,2024,2,T07,Overhead allocation cycle,7,3,2024-02-29,2024-03-05,2024-03-07,2.0,,false
1172,NS30,NovaSpace Deutschland GmbH,2024,2,T08,Intercompany reconciliation,8,3,2024-02-29,2024-03-05,2024-03-12,5.0,,false
1173,NS30,NovaSpace Deutschland GmbH,2024,2,T09,FX revaluation,9,4,2024-02-29,2024-03-06,2024-03-08,2.0,,false
1174,NS30,NovaSpace Deutschland GmbH,2024,2,T10,Soft close / reporting cut-off,10,4,2024-02-29,2024-03-06,2024-03-07,1.0,,false
1175,NS30,NovaSpace Deutschland GmbH,2024,2,T11,Management reporting pack,11,5,2024-02-29,2024-03-07,2024-03-13,4.0,,false
1176,NS30,NovaSpace Deutschland GmbH,2024,2,T12,Hard close / period lock,12,5,2024-02-29,2024-03-07,2024-03-12,3.0,8.0,false
1177,NS30,NovaSpace Deutschland GmbH,2024,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-03-31,2024-04-02,2024-04-05,3.0,,false
1178,NS30,NovaSpace Deutschland GmbH,2024,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-03-31,2024-04-02,2024-04-08,4.0,,false
1179,NS30,NovaSpace Deutschland GmbH,2024,3,T03,GR/IR clearing,3,2,2024-03-31,2024-04-03,2024-04-04,1.0,,false
1180,NS30,NovaSpace Deutschland GmbH,2024,3,T04,Payroll posting,4,2,2024-03-31,2024-04-03,2024-04-08,3.0,,false
1181,NS30,NovaSpace Deutschland GmbH,2024,3,T05,Depreciation run,5,2,2024-03-31,2024-04-03,2024-04-05,2.0,,false
1182,NS30,NovaSpace Deutschland GmbH,2024,3,T06,Accruals posting,6,3,2024-03-31,2024-04-04,2024-04-10,4.0,,false
1183,NS30,NovaSpace Deutschland GmbH,2024,3,T07,Overhead allocation cycle,7,3,2024-03-31,2024-04-04,2024-04-11,5.0,,false
1184,NS30,NovaSpace Deutschland GmbH,2024,3,T08,Intercompany reconciliation,8,3,2024-03-31,2024-04-04,2024-04-09,3.0,,false
1185,NS30,NovaSpace Deutschland GmbH,2024,3,T09,FX revaluation,9,4,2024-03-31,2024-04-05,2024-04-09,2.0,,false
1186,NS30,NovaSpace Deutschland GmbH,2024,3,T10,Soft close / reporting cut-off,10,4,2024-03-31,2024-04-05,2024-04-11,4.0,,false
1187,NS30,NovaSpace Deutschland GmbH,2024,3,T11,Management reporting pack,11,5,2024-03-31,2024-04-08,2024-04-12,4.0,,false
1188,NS30,NovaSpace Deutschland GmbH,2024,3,T12,Hard close / period lock,12,5,2024-03-31,2024-04-08,2024-04-12,4.0,9.0,false
1189,NS30,NovaSpace Deutschland GmbH,2024,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-04-30,2024-05-02,2024-05-06,2.0,,false
1190,NS30,NovaSpace Deutschland GmbH,2024,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-04-30,2024-05-02,2024-05-07,3.0,,false
1191,NS30,NovaSpace Deutschland GmbH,2024,4,T03,GR/IR clearing,3,2,2024-04-30,2024-05-03,2024-05-08,3.0,,false
1192,NS30,NovaSpace Deutschland GmbH,2024,4,T04,Payroll posting,4,2,2024-04-30,2024-05-03,2024-05-09,4.0,,false
1193,NS30,NovaSpace Deutschland GmbH,2024,4,T05,Depreciation run,5,2,2024-04-30,2024-05-03,2024-05-07,2.0,,false
1194,NS30,NovaSpace Deutschland GmbH,2024,4,T06,Accruals posting,6,3,2024-04-30,2024-05-06,2024-05-09,3.0,,false
1195,NS30,NovaSpace Deutschland GmbH,2024,4,T07,Overhead allocation cycle,7,3,2024-04-30,2024-05-06,2024-05-08,2.0,,false
1196,NS30,NovaSpace Deutschland GmbH,2024,4,T08,Intercompany reconciliation,8,3,2024-04-30,2024-05-06,2024-05-10,4.0,,false
1197,NS30,NovaSpace Deutschland GmbH,2024,4,T09,FX revaluation,9,4,2024-04-30,2024-05-07,2024-05-10,3.0,,false
1198,NS30,NovaSpace Deutschland GmbH,2024,4,T10,Soft close / reporting cut-off,10,4,2024-04-30,2024-05-07,2024-05-13,4.0,,false
1199,NS30,NovaSpace Deutschland GmbH,2024,4,T11,Management reporting pack,11,5,2024-04-30,2024-05-08,2024-05-10,2.0,,false
1200,NS30,NovaSpace Deutschland GmbH,2024,4,T12,Hard close / period lock,12,5,2024-04-30,2024-05-08,2024-05-14,4.0,9.0,false
1201,NS30,NovaSpace Deutschland GmbH,2024,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-05-31,2024-06-03,2024-06-07,4.0,,false
1202,NS30,NovaSpace Deutschland GmbH,2024,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-05-31,2024-06-03,2024-06-06,3.0,,false
1203,NS30,NovaSpace Deutschland GmbH,2024,5,T03,GR/IR clearing,3,2,2024-05-31,2024-06-04,2024-06-07,3.0,,false
1204,NS30,NovaSpace Deutschland GmbH,2024,5,T04,Payroll posting,4,2,2024-05-31,2024-06-04,2024-06-06,2.0,,false
1205,NS30,NovaSpace Deutschland GmbH,2024,5,T05,Depreciation run,5,2,2024-05-31,2024-06-04,2024-06-06,2.0,,false
1206,NS30,NovaSpace Deutschland GmbH,2024,5,T06,Accruals posting,6,3,2024-05-31,2024-06-05,2024-06-10,3.0,,false
1207,NS30,NovaSpace Deutschland GmbH,2024,5,T07,Overhead allocation cycle,7,3,2024-05-31,2024-06-05,2024-06-11,4.0,,false
1208,NS30,NovaSpace Deutschland GmbH,2024,5,T08,Intercompany reconciliation,8,3,2024-05-31,2024-06-05,2024-06-07,2.0,,false
1209,NS30,NovaSpace Deutschland GmbH,2024,5,T09,FX revaluation,9,4,2024-05-31,2024-06-06,2024-06-12,4.0,,false
1210,NS30,NovaSpace Deutschland GmbH,2024,5,T10,Soft close / reporting cut-off,10,4,2024-05-31,2024-06-06,2024-06-10,2.0,,false
1211,NS30,NovaSpace Deutschland GmbH,2024,5,T11,Management reporting pack,11,5,2024-05-31,2024-06-07,2024-06-13,4.0,,false
1212,NS30,NovaSpace Deutschland GmbH,2024,5,T12,Hard close / period lock,12,5,2024-05-31,2024-06-07,2024-06-13,4.0,9.0,false
1213,NS30,NovaSpace Deutschland GmbH,2024,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-06-30,2024-07-01,2024-07-04,3.0,,false
1214,NS30,NovaSpace Deutschland GmbH,2024,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-06-30,2024-07-01,2024-07-03,2.0,,false
1215,NS30,NovaSpace Deutschland GmbH,2024,6,T03,GR/IR clearing,3,2,2024-06-30,2024-07-02,2024-07-05,3.0,,false
1216,NS30,NovaSpace Deutschland GmbH,2024,6,T04,Payroll posting,4,2,2024-06-30,2024-07-02,2024-07-04,2.0,,false
1217,NS30,NovaSpace Deutschland GmbH,2024,6,T05,Depreciation run,5,2,2024-06-30,2024-07-02,2024-07-08,4.0,,false
1218,NS30,NovaSpace Deutschland GmbH,2024,6,T06,Accruals posting,6,3,2024-06-30,2024-07-03,2024-07-09,4.0,,false
1219,NS30,NovaSpace Deutschland GmbH,2024,6,T07,Overhead allocation cycle,7,3,2024-06-30,2024-07-03,2024-07-09,4.0,,false
1220,NS30,NovaSpace Deutschland GmbH,2024,6,T08,Intercompany reconciliation,8,3,2024-06-30,2024-07-03,2024-07-08,3.0,,false
1221,NS30,NovaSpace Deutschland GmbH,2024,6,T09,FX revaluation,9,4,2024-06-30,2024-07-04,2024-07-10,4.0,,false
1222,NS30,NovaSpace Deutschland GmbH,2024,6,T10,Soft close / reporting cut-off,10,4,2024-06-30,2024-07-04,2024-07-10,4.0,,false
1223,NS30,NovaSpace Deutschland GmbH,2024,6,T11,Management reporting pack,11,5,2024-06-30,2024-07-05,2024-07-10,3.0,,false
1224,NS30,NovaSpace Deutschland GmbH,2024,6,T12,Hard close / period lock,12,5,2024-06-30,2024-07-05,2024-07-11,4.0,9.0,false
1225,NS30,NovaSpace Deutschland GmbH,2024,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-07-31,2024-08-01,2024-08-06,3.0,,false
1226,NS30,NovaSpace Deutschland GmbH,2024,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-07-31,2024-08-01,2024-08-08,5.0,,false
1227,NS30,NovaSpace Deutschland GmbH,2024,7,T03,GR/IR clearing,3,2,2024-07-31,2024-08-02,2024-08-05,1.0,,false
1228,NS30,NovaSpace Deutschland GmbH,2024,7,T04,Payroll posting,4,2,2024-07-31,2024-08-02,2024-08-05,1.0,,false
1229,NS30,NovaSpace Deutschland GmbH,2024,7,T05,Depreciation run,5,2,2024-07-31,2024-08-02,2024-08-08,4.0,,false
1230,NS30,NovaSpace Deutschland GmbH,2024,7,T06,Accruals posting,6,3,2024-07-31,2024-08-05,2024-08-12,5.0,,false
1231,NS30,NovaSpace Deutschland GmbH,2024,7,T07,Overhead allocation cycle,7,3,2024-07-31,2024-08-05,2024-08-12,5.0,,false
1232,NS30,NovaSpace Deutschland GmbH,2024,7,T08,Intercompany reconciliation,8,3,2024-07-31,2024-08-05,2024-08-07,2.0,,false
1233,NS30,NovaSpace Deutschland GmbH,2024,7,T09,FX revaluation,9,4,2024-07-31,2024-08-06,2024-08-09,3.0,,false
1234,NS30,NovaSpace Deutschland GmbH,2024,7,T10,Soft close / reporting cut-off,10,4,2024-07-31,2024-08-06,2024-08-09,3.0,,false
1235,NS30,NovaSpace Deutschland GmbH,2024,7,T11,Management reporting pack,11,5,2024-07-31,2024-08-07,2024-08-12,3.0,,false
1236,NS30,NovaSpace Deutschland GmbH,2024,7,T12,Hard close / period lock,12,5,2024-07-31,2024-08-07,2024-08-09,2.0,7.0,false
1237,NS30,NovaSpace Deutschland GmbH,2024,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-08-31,2024-09-02,2024-09-04,2.0,,false
1238,NS30,NovaSpace Deutschland GmbH,2024,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-08-31,2024-09-02,2024-09-04,2.0,,false
1239,NS30,NovaSpace Deutschland GmbH,2024,8,T03,GR/IR clearing,3,2,2024-08-31,2024-09-03,2024-09-09,4.0,,false
1240,NS30,NovaSpace Deutschland GmbH,2024,8,T04,Payroll posting,4,2,2024-08-31,2024-09-03,2024-09-06,3.0,,false
1241,NS30,NovaSpace Deutschland GmbH,2024,8,T05,Depreciation run,5,2,2024-08-31,2024-09-03,2024-09-06,3.0,,false
1242,NS30,NovaSpace Deutschland GmbH,2024,8,T06,Accruals posting,6,3,2024-08-31,2024-09-04,2024-09-09,3.0,,false
1243,NS30,NovaSpace Deutschland GmbH,2024,8,T07,Overhead allocation cycle,7,3,2024-08-31,2024-09-04,2024-09-06,2.0,,false
1244,NS30,NovaSpace Deutschland GmbH,2024,8,T08,Intercompany reconciliation,8,3,2024-08-31,2024-09-04,2024-09-12,6.0,,false
1245,NS30,NovaSpace Deutschland GmbH,2024,8,T09,FX revaluation,9,4,2024-08-31,2024-09-05,2024-09-11,4.0,,false
1246,NS30,NovaSpace Deutschland GmbH,2024,8,T10,Soft close / reporting cut-off,10,4,2024-08-31,2024-09-05,2024-09-09,2.0,,false
1247,NS30,NovaSpace Deutschland GmbH,2024,8,T11,Management reporting pack,11,5,2024-08-31,2024-09-06,2024-09-12,4.0,,false
1248,NS30,NovaSpace Deutschland GmbH,2024,8,T12,Hard close / period lock,12,5,2024-08-31,2024-09-06,2024-09-10,2.0,7.0,false
1249,NS30,NovaSpace Deutschland GmbH,2024,9,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-09-30,2024-10-01,2024-10-02,1.0,,false
1250,NS30,NovaSpace Deutschland GmbH,2024,9,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-09-30,2024-10-01,2024-10-03,2.0,,false
1251,NS30,NovaSpace Deutschland GmbH,2024,9,T03,GR/IR clearing,3,2,2024-09-30,2024-10-02,2024-10-04,2.0,,false
1252,NS30,NovaSpace Deutschland GmbH,2024,9,T04,Payroll posting,4,2,2024-09-30,2024-10-02,2024-10-07,3.0,,false
1253,NS30,NovaSpace Deutschland GmbH,2024,9,T05,Depreciation run,5,2,2024-09-30,2024-10-02,2024-10-08,4.0,,false
1254,NS30,NovaSpace Deutschland GmbH,2024,9,T06,Accruals posting,6,3,2024-09-30,2024-10-03,2024-10-08,3.0,,false
1255,NS30,NovaSpace Deutschland GmbH,2024,9,T07,Overhead allocation cycle,7,3,2024-09-30,2024-10-03,2024-10-08,3.0,,false
1256,NS30,NovaSpace Deutschland GmbH,2024,9,T08,Intercompany reconciliation,8,3,2024-09-30,2024-10-03,2024-10-09,4.0,,false
1257,NS30,NovaSpace Deutschland GmbH,2024,9,T09,FX revaluation,9,4,2024-09-30,2024-10-04,2024-10-09,3.0,,false
1258,NS30,NovaSpace Deutschland GmbH,2024,9,T10,Soft close / reporting cut-off,10,4,2024-09-30,2024-10-04,2024-10-10,4.0,,false
1259,NS30,NovaSpace Deutschland GmbH,2024,9,T11,Management reporting pack,11,5,2024-09-30,2024-10-07,2024-10-09,2.0,,false
1260,NS30,NovaSpace Deutschland GmbH,2024,9,T12,Hard close / period lock,12,5,2024-09-30,2024-10-07,2024-10-10,3.0,8.0,false
1261,NS30,NovaSpace Deutschland GmbH,2024,10,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-10-31,2024-11-01,2024-11-06,3.0,,false
1262,NS30,NovaSpace Deutschland GmbH,2024,10,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-10-31,2024-11-01,2024-11-04,1.0,,false
1263,NS30,NovaSpace Deutschland GmbH,2024,10,T03,GR/IR clearing,3,2,2024-10-31,2024-11-04,2024-11-08,4.0,,false
1264,NS30,NovaSpace Deutschland GmbH,2024,10,T04,Payroll posting,4,2,2024-10-31,2024-11-04,2024-11-08,4.0,,false
1265,NS30,NovaSpace Deutschland GmbH,2024,10,T05,Depreciation run,5,2,2024-10-31,2024-11-04,2024-11-05,1.0,,false
1266,NS30,NovaSpace Deutschland GmbH,2024,10,T06,Accruals posting,6,3,2024-10-31,2024-11-05,2024-11-11,4.0,,false
1267,NS30,NovaSpace Deutschland GmbH,2024,10,T07,Overhead allocation cycle,7,3,2024-10-31,2024-11-05,2024-11-11,4.0,,false
1268,NS30,NovaSpace Deutschland GmbH,2024,10,T08,Intercompany reconciliation,8,3,2024-10-31,2024-11-05,2024-11-07,2.0,,false
1269,NS30,NovaSpace Deutschland GmbH,2024,10,T09,FX revaluation,9,4,2024-10-31,2024-11-06,2024-11-08,2.0,,false
1270,NS30,NovaSpace Deutschland GmbH,2024,10,T10,Soft close / reporting cut-off,10,4,2024-10-31,2024-11-06,2024-11-12,4.0,,false
1271,NS30,NovaSpace Deutschland GmbH,2024,10,T11,Management reporting pack,11,5,2024-10-31,2024-11-07,2024-11-13,4.0,,false
1272,NS30,NovaSpace Deutschland GmbH,2024,10,T12,Hard close / period lock,12,5,2024-10-31,2024-11-07,2024-11-13,4.0,9.0,false
1273,NS30,NovaSpace Deutschland GmbH,2024,11,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-11-30,2024-12-02,2024-12-05,3.0,,false
1274,NS30,NovaSpace Deutschland GmbH,2024,11,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-11-30,2024-12-02,2024-12-04,2.0,,false
1275,NS30,NovaSpace Deutschland GmbH,2024,11,T03,GR/IR clearing,3,2,2024-11-30,2024-12-03,2024-12-09,4.0,,false
1276,NS30,NovaSpace Deutschland GmbH,2024,11,T04,Payroll posting,4,2,2024-11-30,2024-12-03,2024-12-09,4.0,,false
1277,NS30,NovaSpace Deutschland GmbH,2024,11,T05,Depreciation run,5,2,2024-11-30,2024-12-03,2024-12-06,3.0,,false
1278,NS30,NovaSpace Deutschland GmbH,2024,11,T06,Accruals posting,6,3,2024-11-30,2024-12-04,2024-12-06,2.0,,false
1279,NS30,NovaSpace Deutschland GmbH,2024,11,T07,Overhead allocation cycle,7,3,2024-11-30,2024-12-04,2024-12-09,3.0,,false
1280,NS30,NovaSpace Deutschland GmbH,2024,11,T08,Intercompany reconciliation,8,3,2024-11-30,2024-12-04,2024-12-09,3.0,,false
1281,NS30,NovaSpace Deutschland GmbH,2024,11,T09,FX revaluation,9,4,2024-11-30,2024-12-05,2024-12-09,2.0,,false
1282,NS30,NovaSpace Deutschland GmbH,2024,11,T10,Soft close / reporting cut-off,10,4,2024-11-30,2024-12-05,2024-12-12,5.0,,false
1283,NS30,NovaSpace Deutschland GmbH,2024,11,T11,Management reporting pack,11,5,2024-11-30,2024-12-06,2024-12-11,3.0,,false
1284,NS30,NovaSpace Deutschland GmbH,2024,11,T12,Hard close / period lock,12,5,2024-11-30,2024-12-06,2024-12-09,1.0,6.0,false
1285,NS30,NovaSpace Deutschland GmbH,2024,12,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-12-31,2025-01-02,2025-01-07,3.0,,false
1286,NS30,NovaSpace Deutschland GmbH,2024,12,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-12-31,2025-01-02,2025-01-08,4.0,,false
1287,NS30,NovaSpace Deutschland GmbH,2024,12,T03,GR/IR clearing,3,2,2024-12-31,2025-01-03,2025-01-07,2.0,,false
1288,NS30,NovaSpace Deutschland GmbH,2024,12,T04,Payroll posting,4,2,2024-12-31,2025-01-03,2025-01-09,4.0,,false
1289,NS30,NovaSpace Deutschland GmbH,2024,12,T05,Depreciation run,5,2,2024-12-31,2025-01-03,2025-01-08,3.0,,false
1290,NS30,NovaSpace Deutschland GmbH,2024,12,T06,Accruals posting,6,3,2024-12-31,2025-01-06,2025-01-13,5.0,,false
1291,NS30,NovaSpace Deutschland GmbH,2024,12,T07,Overhead allocation cycle,7,3,2024-12-31,2025-01-06,2025-01-08,2.0,,false
1292,NS30,NovaSpace Deutschland GmbH,2024,12,T08,Intercompany reconciliation,8,3,2024-12-31,2025-01-06,2025-01-08,2.0,,false
1293,NS30,NovaSpace Deutschland GmbH,2024,12,T09,FX revaluation,9,4,2024-12-31,2025-01-07,2025-01-14,5.0,,false
1294,NS30,NovaSpace Deutschland GmbH,2024,12,T10,Soft close / reporting cut-off,10,4,2024-12-31,2025-01-07,2025-01-09,2.0,,false
1295,NS30,NovaSpace Deutschland GmbH,2024,12,T11,Management reporting pack,11,5,2024-12-31,2025-01-08,2025-01-13,3.0,,false
1296,NS30,NovaSpace Deutschland GmbH,2024,12,T12,Hard close / period lock,12,5,2024-12-31,2025-01-08,2025-01-13,3.0,8.0,false
1297,NS30,NovaSpace Deutschland GmbH,2025,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-01-31,2025-02-03,2025-02-07,4.0,,false
1298,NS30,NovaSpace Deutschland GmbH,2025,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-01-31,2025-02-03,2025-02-11,6.0,,false
1299,NS30,NovaSpace Deutschland GmbH,2025,1,T03,GR/IR clearing,3,2,2025-01-31,2025-02-04,2025-02-07,3.0,,false
1300,NS30,NovaSpace Deutschland GmbH,2025,1,T04,Payroll posting,4,2,2025-01-31,2025-02-04,2025-02-10,4.0,,false
1301,NS30,NovaSpace Deutschland GmbH,2025,1,T05,Depreciation run,5,2,2025-01-31,2025-02-04,2025-02-10,4.0,,false
1302,NS30,NovaSpace Deutschland GmbH,2025,1,T06,Accruals posting,6,3,2025-01-31,2025-02-05,2025-02-11,4.0,,false
1303,NS30,NovaSpace Deutschland GmbH,2025,1,T07,Overhead allocation cycle,7,3,2025-01-31,2025-02-05,2025-02-07,2.0,,false
1304,NS30,NovaSpace Deutschland GmbH,2025,1,T08,Intercompany reconciliation,8,3,2025-01-31,2025-02-05,2025-02-07,2.0,,false
1305,NS30,NovaSpace Deutschland GmbH,2025,1,T09,FX revaluation,9,4,2025-01-31,2025-02-06,2025-02-07,1.0,,false
1306,NS30,NovaSpace Deutschland GmbH,2025,1,T10,Soft close / reporting cut-off,10,4,2025-01-31,2025-02-06,2025-02-12,4.0,,false
1307,NS30,NovaSpace Deutschland GmbH,2025,1,T11,Management reporting pack,11,5,2025-01-31,2025-02-07,2025-02-12,3.0,,false
1308,NS30,NovaSpace Deutschland GmbH,2025,1,T12,Hard close / period lock,12,5,2025-01-31,2025-02-07,2025-02-10,1.0,6.0,false
1309,NS30,NovaSpace Deutschland GmbH,2025,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-02-28,2025-03-03,2025-03-07,4.0,,false
1310,NS30,NovaSpace Deutschland GmbH,2025,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-02-28,2025-03-03,2025-03-05,2.0,,false
1311,NS30,NovaSpace Deutschland GmbH,2025,2,T03,GR/IR clearing,3,2,2025-02-28,2025-03-04,2025-03-07,3.0,,false
1312,NS30,NovaSpace Deutschland GmbH,2025,2,T04,Payroll posting,4,2,2025-02-28,2025-03-04,2025-03-07,3.0,,false
1313,NS30,NovaSpace Deutschland GmbH,2025,2,T05,Depreciation run,5,2,2025-02-28,2025-03-04,2025-03-06,2.0,,false
1314,NS30,NovaSpace Deutschland GmbH,2025,2,T06,Accruals posting,6,3,2025-02-28,2025-03-05,2025-03-10,3.0,,false
1315,NS30,NovaSpace Deutschland GmbH,2025,2,T07,Overhead allocation cycle,7,3,2025-02-28,2025-03-05,2025-03-07,2.0,,false
1316,NS30,NovaSpace Deutschland GmbH,2025,2,T08,Intercompany reconciliation,8,3,2025-02-28,2025-03-05,2025-03-07,2.0,,false
1317,NS30,NovaSpace Deutschland GmbH,2025,2,T09,FX revaluation,9,4,2025-02-28,2025-03-06,2025-03-10,2.0,,false
1318,NS30,NovaSpace Deutschland GmbH,2025,2,T10,Soft close / reporting cut-off,10,4,2025-02-28,2025-03-06,2025-03-07,1.0,,false
1319,NS30,NovaSpace Deutschland GmbH,2025,2,T11,Management reporting pack,11,5,2025-02-28,2025-03-07,2025-03-13,4.0,,false
1320,NS30,NovaSpace Deutschland GmbH,2025,2,T12,Hard close / period lock,12,5,2025-02-28,2025-03-07,2025-03-13,4.0,9.0,false
1321,NS30,NovaSpace Deutschland GmbH,2025,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-03-31,2025-04-01,2025-04-07,4.0,,false
1322,NS30,NovaSpace Deutschland GmbH,2025,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-03-31,2025-04-01,2025-04-04,3.0,,false
1323,NS30,NovaSpace Deutschland GmbH,2025,3,T03,GR/IR clearing,3,2,2025-03-31,2025-04-02,2025-04-04,2.0,,false
1324,NS30,NovaSpace Deutschland GmbH,2025,3,T04,Payroll posting,4,2,2025-03-31,2025-04-02,2025-04-04,2.0,,false
1325,NS30,NovaSpace Deutschland GmbH,2025,3,T05,Depreciation run,5,2,2025-03-31,2025-04-02,2025-04-07,3.0,,false
1326,NS30,NovaSpace Deutschland GmbH,2025,3,T06,Accruals posting,6,3,2025-03-31,2025-04-03,2025-04-07,2.0,,false
1327,NS30,NovaSpace Deutschland GmbH,2025,3,T07,Overhead allocation cycle,7,3,2025-03-31,2025-04-03,2025-04-04,1.0,,false
1328,NS30,NovaSpace Deutschland GmbH,2025,3,T08,Intercompany reconciliation,8,3,2025-03-31,2025-04-03,2025-04-08,3.0,,false
1329,NS30,NovaSpace Deutschland GmbH,2025,3,T09,FX revaluation,9,4,2025-03-31,2025-04-04,2025-04-09,3.0,,false
1330,NS30,NovaSpace Deutschland GmbH,2025,3,T10,Soft close / reporting cut-off,10,4,2025-03-31,2025-04-04,2025-04-09,3.0,,false
1331,NS30,NovaSpace Deutschland GmbH,2025,3,T11,Management reporting pack,11,5,2025-03-31,2025-04-07,2025-04-10,3.0,,false
1332,NS30,NovaSpace Deutschland GmbH,2025,3,T12,Hard close / period lock,12,5,2025-03-31,2025-04-07,2025-04-11,4.0,9.0,false
1333,NS30,NovaSpace Deutschland GmbH,2025,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-04-30,2025-05-02,2025-05-07,3.0,,false
1334,NS30,NovaSpace Deutschland GmbH,2025,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-04-30,2025-05-02,2025-05-08,4.0,,false
1335,NS30,NovaSpace Deutschland GmbH,2025,4,T03,GR/IR clearing,3,2,2025-04-30,2025-05-05,2025-05-08,3.0,,false
1336,NS30,NovaSpace Deutschland GmbH,2025,4,T04,Payroll posting,4,2,2025-04-30,2025-05-05,2025-05-08,3.0,,false
1337,NS30,NovaSpace Deutschland GmbH,2025,4,T05,Depreciation run,5,2,2025-04-30,2025-05-05,2025-05-13,6.0,,false
1338,NS30,NovaSpace Deutschland GmbH,2025,4,T06,Accruals posting,6,3,2025-04-30,2025-05-06,2025-05-12,4.0,,false
1339,NS30,NovaSpace Deutschland GmbH,2025,4,T07,Overhead allocation cycle,7,3,2025-04-30,2025-05-06,2025-05-12,4.0,,false
1340,NS30,NovaSpace Deutschland GmbH,2025,4,T08,Intercompany reconciliation,8,3,2025-04-30,2025-05-06,2025-05-08,2.0,,false
